  mid  | credit_link_id 
   203 |          77350
   204 |           9560
   205 |           9804
   206 |          31611
   207 |          65796
   208 |          49805
   209 |          26258
   210 |          50797
   211 |          19155
   212 |             76
   213 |          11017
   214 |          37141
   215 |           9382
   216 |           6715
   217 |          18256
   218 |          22625
   219 |           2292
   220 |           1909
   221 |           8984
   222 |          61813
   223 |           4954
   224 |          62488
   225 |          10531
   226 |          11929
   227 |           8467
   228 |          10451
   229 |          20156
   230 |          18395
   231 |            522
   232 |            397
   233 |          10525
   234 |          27985
   235 |          15789
   236 |          27303
   237 |          21183
   238 |          10954
   239 |          47867
   240 |          43475
   241 |          72031
   242 |          14275
   243 |           1024
   244 |          17207
   245 |          13701
   246 |          14819
   247 |          32631
   248 |          11777
   249 |            628
   250 |          87729
   251 |          18713
   252 |           6280
   253 |           9061
   254 |          37108
   255 |           6071
   256 |             11
   257 |           9587
   258 |          19101
   259 |          49980
   260 |          17961
   261 |          18183
   262 |           4476
   263 |          11008
   264 |          47504
   265 |          32325
   266 |          43742
   267 |          28313
   268 |          11318
   269 |           3036
   270 |          40490
   271 |          24070
   272 |           8986
   273 |          10510
   274 |          17402
   275 |          38722
   276 |           8438
   277 |          11593
   278 |           1945
   279 |          39310
   280 |         109560
   281 |          56428
   282 |          63105
   283 |         131957
   284 |            241
   285 |           9058
   286 |            527
   287 |          18220
   288 |           6950
   289 |            101
   290 |          63020
   291 |           2307
   292 |            680
   293 |          41478
   294 |          25296
   295 |          40156
   296 |          11450
   297 |          30304
   298 |          10452
   299 |          12106
   300 |           3586
   301 |            110
   302 |            108
   303 |            109
   304 |         159185
   305 |          36357
   306 |          92769
   307 |          28033
   308 |          22586
   309 |          14334
   310 |           2636
   311 |           2164
   312 |          11395
   313 |            278
   314 |           9905
   315 |          87078
   316 |          12527
   317 |          20306
   318 |          36614
   319 |          27993
   320 |          31439
   321 |           9067
   322 |           9059
   323 |            193
   324 |          25066
   325 |          46797
   326 |          12122
   327 |          11381
   328 |          32636
   329 |          36141
   330 |          95963
   331 |           1587
   332 |           9271
   333 |           2064
   334 |          19855
   335 |          60855
   336 |            236
   337 |          48287
   338 |           3049
   339 |           2759
   340 |          12635
   341 |          10497
   342 |          11382
   343 |           9331
   344 |          10731
   345 |          10464
   346 |          34152
   347 |           9495
   348 |          29973
   349 |            888
   350 |             13
   351 |            712
   352 |          16295
   353 |          48992
   354 |          10879
   355 |          10660
   356 |          10714
   357 |          41647
   358 |           8587
   359 |           1689
   360 |          11596
   361 |            854
   362 |           9359
   363 |          23333
   364 |          36593
   365 |          12280
   366 |           2788
   367 |          10427
   368 |          11011
   369 |          49803
   370 |           8987
   371 |           1637
   372 |          15128
   373 |           8831
   374 |          36955
   375 |          10449
   376 |          10395
   377 |          12160
   378 |          40480
   379 |          52038
   380 |          29444
   381 |          26352
   382 |          39953
   383 |          41580
   384 |            315
   385 |          22067
   386 |          18242
   387 |          11667
   388 |          32502
   389 |         267188
   390 |          28732
   391 |          75555
   392 |          42981
   393 |         278939
   394 |         291731
   395 |         226229
   396 |         203119
   397 |         172923
   398 |         316098
   399 |           8011
   400 |         171857
   401 |           2654
   402 |          18069
   403 |          19092
   404 |           2758
   405 |          38129
   406 |          10436
   407 |          13595
   408 |          46094
   409 |           9409
   410 |          11853
   411 |          16771
   412 |          46924
   413 |          11041
   414 |            306
   415 |          14522
   416 |          26203
   417 |            178
   418 |          19819
   419 |          57834
   420 |           4722
   421 |          18215
   422 |           1607
   423 |          26391
   424 |         117553
   425 |           6075
   426 |          11310
   427 |          18658
   428 |           9350
   429 |           9612
   430 |           2124
   431 |          26261
   432 |          19176
   433 |          49299
   434 |          11566
   435 |           9571
   436 |           9739
   437 |          24257
   438 |          34444
   439 |          26141
   440 |          10997
   441 |          50463
   442 |          10443
   443 |          20239
   444 |          16297
   445 |          18551
   446 |          25440
   447 |           9024
   448 |          37233
   449 |           1634
   450 |          13815
   451 |           5503
   452 |          35588
   453 |           2087
   454 |          41579
   455 |          18620
   456 |          41006
   457 |           4916
   458 |           2019
   459 |          31642
   460 |           9255
   461 |          26271
   462 |          10612
   463 |           2259
   464 |          16097
   465 |          11934
   466 |         106143
   467 |          12475
   468 |           9386
   469 |           7984
   470 |          59930
   471 |          15765
   472 |          31643
   473 |              6
   474 |            329
   475 |          10909
   476 |            507
   477 |          34024
   478 |          29918
   479 |           9593
   480 |          42580
   481 |          22317
   482 |           1413
   483 |          12121
   484 |           2246
   485 |          10502
   486 |          10440
   487 |           9516
   488 |           2320
   489 |           5879
   490 |          83718
   491 |          11971
   492 |           2625
   493 |          31911
   494 |            788
   495 |          21450
   496 |          11231
   497 |          41588
   498 |          10447
   499 |          31586
   500 |           9300
   501 |           9559
   502 |           9800
   503 |            713
   504 |           8291
   505 |          18133
   506 |          25557
   507 |          22588
   508 |          10872
   509 |           1245
   510 |          11858
   511 |           7007
   512 |          10467
   513 |           5550
   514 |           8005
   515 |           2088
   516 |          10412
   517 |          47889
   518 |          14534
   519 |          56583
   520 |          41878
   521 |            424
   522 |          35233
   523 |          14291
   524 |         103413
   525 |          11236
   526 |          11592
   527 |           8850
   528 |          10445
   529 |            695
   530 |          43535
   531 |          12519
   532 |          23210
   533 |            858
   534 |            867
   535 |             78
   536 |          13203
   537 |          10442
   538 |          11074
   539 |          33367
   540 |           9607
   541 |          17585
   542 |           9057
   543 |          20967
   544 |          10635
   545 |           9479
   546 |          10057
   547 |          11969
   548 |          41590
   549 |            319
   550 |          26408
   551 |          15139
   552 |         161158
   553 |          85247
   554 |          11446
   555 |          51980
   556 |          24405
   557 |          11655
   558 |          11800
   559 |           8223
   560 |          14587
   561 |          31504
   562 |          41653
   563 |          53185
   564 |          95743
   565 |          23637
   566 |          17600
   567 |          10897
   568 |         349394
   569 |          21352
   570 |          68806
   571 |          37345
   572 |          32562
   573 |          47507
   574 |          25403
   575 |         124304
   576 |           9066
   577 |            771
   578 |            251
   579 |            812
   580 |            280
   581 |            581
   582 |          80350
   583 |            268
   584 |            274
   585 |            408
   586 |          10020
   587 |          10895
   588 |            114
   589 |          41043
   590 |            576
   591 |          15477
   592 |          59146
   593 |         124472
   594 |          30528
   595 |           7300
   596 |          10824
   597 |         261246
   598 |            275
   599 |          25059
   600 |          11827
   601 |           8766
   602 |          23570
   603 |          47333
   604 |          54850
   605 |          51242
   606 |          10112
   607 |           4307
   608 |          46029
   609 |          32308
   610 |          88893
   611 |          52873
   612 |         123505
   613 |         340210
   614 |          44281
   615 |          28121
   616 |          12520
   617 |           1592
   618 |         166901
   619 |          36447
   620 |          19042
   621 |          38884
   622 |          47449
   623 |          36259
   624 |          41852
   625 |          40926
   626 |           9099
   627 |           2021
   628 |          61752
   629 |          10988
   630 |          11479
   631 |         398959
   632 |          12652
   633 |          10684
   634 |            954
   635 |          68445
   636 |          18989
   637 |          54285
   638 |           8840
   639 |         124625
   640 |          11107
   641 |          16417
   642 |          70934
   643 |          10363
   644 |         161070
   645 |          10539
   646 |          10543
   647 |          18414
   648 |          47502
   649 |          11902
   650 |          27098
   651 |          25087
   652 |           5801
   653 |            896
   654 |           3065
   655 |         318177
   656 |           2300
   657 |           8069
   658 |         288173
   659 |         187851
   660 |          27768
   661 |         221917
   662 |           8072
   663 |          35797
   664 |          88030
   665 |         185191
   666 |          83857
   667 |          33245
   668 |         124460
   669 |          27281
   670 |         105045
   671 |          40001
   672 |          29621
   673 |          20762
   674 |          37144
   675 |          48260
   676 |          12656
   677 |          38867
   678 |         277270
   679 |          25969
   680 |          44103
   681 |            753
   682 |          43634
   683 |           9103
   684 |          90214
   685 |          29649
   686 |          10990
   687 |           8866
   688 |          12233
   689 |          23449
   690 |          36355
   691 |          37667
   692 |          90148
   693 |            922
   694 |          11876
   695 |          52633
   696 |          62364
   697 |          11687
   698 |           9304
   699 |          73183
   700 |         131232
   701 |           9100
   702 |          20759
   703 |          46063
   704 |          32513
   705 |          40651
   706 |          36915
   707 |          40507
   708 |           9802
   709 |          25697
   710 |          21588
   711 |            664
   712 |          11867
   713 |          47119
   714 |         314352
   715 |           9323
   716 |          10280
   717 |          10535
   718 |         124613
   719 |            532
   720 |          26744
   721 |          16299
   722 |          10547
   723 |         245268
   724 |            935
   725 |          55613
   726 |          41007
   727 |          35645
   728 |         110465
   729 |         255546
   730 |          40751
   731 |         275096
   732 |          85778
   733 |          11101
   734 |           9826
   735 |           9879
   736 |          63564
   737 |          22621
   738 |           7095
   739 |          26890
   740 |          46732
   741 |         124633
   742 |         202425
   743 |         196940
   744 |          77771
   745 |         181083
   746 |          41225
   747 |         188589
   748 |          87190
   749 |            627
   750 |          32872
   751 |            602
   752 |          14553
   753 |           9566
   754 |          10545
   755 |           9894
   756 |          11543
   757 |           9268
   758 |          52059
   759 |           9327
   760 |         123763
   761 |          81949
   762 |          42005
   763 |         124306
   764 |         183955
   765 |          44535
   766 |          44495
   767 |          78285
   768 |          11228
   769 |          10779
   770 |          26748
   771 |          38223
   772 |           9294
   773 |          49963
   774 |          11363
   775 |           1645
   776 |          31546
   777 |          77056
   778 |          36344
   779 |          18550
   780 |          11511
   781 |         172198
   782 |          34170
   783 |         109478
   784 |         124645
   785 |          12606
   786 |          69895
   787 |          35206
   788 |         151489
   789 |           4837
   790 |          12632
   791 |           9098
   792 |         124614
   793 |          18975
   794 |          11962
   795 |           2925
   796 |          28628
   797 |           3595
   798 |           9308
   799 |          92381
   800 |          18555
   801 |          12123
   802 |          10830
   803 |           3573
   804 |          10546
   805 |          18862
   806 |          31417
   807 |           9431
   808 |         124619
   809 |         297645
   810 |          46986
   811 |         144982
   812 |          47907
   813 |          10061
   814 |          36266
   815 |            549
   816 |          10478
   817 |          66634
   818 |         116690
   819 |         213917
   820 |         100914
   821 |            238
   822 |            159
   823 |          11134
   824 |          88224
   825 |         132641
   826 |          42758
   827 |           9303
   828 |          23945
   829 |          37820
   830 |          22479
   831 |           9054
   832 |         241058
   833 |          11985
   834 |          10232
   835 |          59569
   836 |         410921
   837 |          38955
   838 |         110513
   839 |         114089
   840 |          11015
   841 |           9306
   842 |          12559
   843 |          58770
   844 |         124851
   845 |           3587
   846 |          10723
   847 |          56077
   848 |          19004
   849 |         101230
   850 |          10987
   851 |          44705
   852 |          20318
   853 |          43596
   854 |          79782
   855 |          26933
   856 |          27854
   857 |            981
   858 |            872
   859 |           2769
   860 |          13320
   861 |            164
   862 |            426
   863 |            567
   864 |           3078
   865 |          13528
   866 |          28288
   867 |            213
   868 |            284
   869 |            239
   870 |           4808
   871 |            289
   872 |            963
   873 |          11113
   874 |           6620
   875 |            804
   876 |          26531
   877 |            909
   878 |            630
   879 |            770
   880 |          31044
   881 |            599
   882 |             15
   883 |             62
   884 |         121357
   885 |            705
   886 |          22490
   887 |            223
   888 |          25670
   889 |            303
   890 |           4174
   891 |           8356
   892 |            381
   893 |          20758
   894 |          29376
   895 |           1859
   896 |          18299
   897 |          17281
   898 |          64382
   899 |          10907
   900 |          32093
   901 |           1939
   902 |          22292
   903 |           3598
   904 |           3080
   905 |            198
   906 |          13562
   907 |           1712
   908 |            220
   909 |           3529
   910 |           3085
   911 |           2897
   912 |           1585
   913 |           3083
   914 |            900
   915 |          43795
   916 |          85638
   917 |          50001
   918 |          43905
   919 |          22688
   920 |          23114
   921 |          26378
   922 |          40206
   923 |          22356
   924 |            260
   925 |          43488
   926 |          22613
   927 |          10331
   928 |            488
   929 |          22733
   930 |            261
   931 |          57575
   932 |          32574
   933 |          22657
   934 |          76464
   935 |          22649
   936 |         176841
   937 |         125587
   938 |          39448
   939 |          52855
   940 |          39940
   941 |         172868
   942 |          85328
   943 |         124632
   944 |          11076
   945 |          63945
   946 |          58985
   947 |            890
   948 |          10861
   949 |           1770
   950 |          44465
   951 |           2033
   952 |          18203
   953 |           9333
   954 |          47260
   955 |           9400
   956 |           9401
   957 |          12241
   958 |          25739
   959 |         161806
   960 |          11306
   961 |           9625
   962 |          10680
   963 |           6346
   964 |          18660
   965 |          35115
   966 |          14821
   967 |          14136
   968 |          10869
   969 |          22660
   970 |          19186
   971 |          31102
   972 |           6878
   973 |          15944
   974 |          18444
   975 |          20723
   976 |            173
   977 |            864
   978 |          24795
   979 |          11224
   980 |          81310
   981 |          15947
   982 |           9078
   983 |          29682
   984 |           8367
   985 |            433
   986 |          11360
   987 |          11114
   988 |          12335
   989 |          12092
   990 |          10948
   991 |          11229
   992 |          15121
   993 |            562
   994 |          10163
   995 |          48862
   996 |         117036
   997 |          47199
   998 |          11159
   999 |           9591
  1000 |          30500
  1001 |          41843
  1002 |          55058
  1003 |          10938
  1004 |          11412
  1005 |          10586
  1006 |          42314
  1007 |          27845
  1008 |          23223
  1009 |          49471
  1010 |          38153
  1011 |          25147
  1012 |           9716
  1013 |          43777
  1014 |            454
  1015 |          10218
  1016 |            819
  1017 |          38191
  1018 |          56830
  1019 |          11238
  1020 |          27256
  1021 |          31530
  1022 |          66473
  1023 |          28120
  1024 |           1834
  1025 |          26282
  1026 |          37218
  1027 |            252
  1028 |         116356
  1029 |          16372
  1030 |          11561
  1031 |          11302
  1032 |            623
  1033 |            583
  1034 |          12614
  1035 |          21711
  1036 |          11575
  1037 |            475
  1038 |          11331
  1039 |            521
  1040 |          21202
  1041 |             88
  1042 |            500
  1043 |            792
  1044 |           8491
  1045 |            402
  1046 |          10537
  1047 |          11386
  1048 |           9504
  1049 |          15764
  1050 |            601
  1051 |          67365
  1052 |          25842
  1053 |           2119
  1054 |            744
  1055 |         136311
  1056 |            221
  1057 |            702
  1058 |          25750
  1059 |          17642
  1060 |         427043
  1061 |           9305
  1062 |          37616
  1063 |          11112
  1064 |          21612
  1065 |         141210
  1066 |         102461
  1067 |          36998
  1068 |         200383
  1069 |         116844
  1070 |           1630
  1071 |          26626
  1072 |         124837
  1073 |          11816
  1074 |          11843
  1075 |          10379
  1076 |           2756
  1077 |            790
  1078 |           1103
  1079 |          11298
  1080 |           4480
  1081 |           4481
  1082 |          49688
  1083 |          10765
  1084 |            762
  1085 |          44497
  1086 |          85588
  1087 |         278621
  1088 |          99479
  1089 |          55049
  1090 |         124829
  1091 |          79306
  1092 |         356054
  1093 |          10548
  1094 |            531
  1095 |         104931
  1096 |           4483
  1097 |          18919
  1098 |          31556
  1099 |          26167
  1100 |          26174
  1101 |          61461
  1102 |         117500
  1103 |         218713
  1104 |         217802
  1105 |         127973
  1106 |            659
  1107 |          30892
  1108 |          86369
  1109 |           8074
  1110 |         124676
  1111 |          38554
  1112 |          49763
  1113 |          41326
  1114 |          36555
  1115 |          10608
  1116 |          11216
  1117 |           7452
  1118 |          64567
  1119 |            892
  1120 |           1600
  1121 |          26561
  1122 |            975
  1123 |          18129
  1124 |          54405
  1125 |         150823
  1126 |            409
  1127 |          38251
  1128 |          10161
  1129 |           1412
  1130 |          41768
  1131 |          10409
  1132 |          14285
  1133 |           2469
  1134 |          10174
  1135 |          31225
  1136 |            510
  1137 |          11455
  1138 |           1891
  1139 |           2493
  1140 |             85
  1141 |             68
  1142 |            679
  1143 |            429
  1144 |          13446
  1145 |            389
  1146 |            947
  1147 |            185
  1148 |            595
  1149 |             28
  1150 |            335
  1151 |           1892
  1152 |            144
  1153 |           1092
  1154 |            769
  1155 |            348
  1156 |            766
  1157 |            175
  1158 |          11645
  1159 |          10835
  1160 |            539
  1161 |            525
  1162 |            240
  1163 |            600
  1164 |            530
  1165 |          10705
  1166 |            279
  1167 |           3109
  1168 |            311
  1169 |           1578
  1170 |            703
  1171 |           9549
  1172 |           1398
  1173 |            387
  1174 |           9277
  1175 |            343
  1176 |          37291
  1177 |            490
  1178 |          11235
  1179 |            218
  1180 |            763
  1181 |           9665
  1182 |          18971
  1183 |            696
  1184 |            379
  1185 |            207
  1186 |          37247
  1187 |           1480
  1188 |           9322
  1189 |            826
  1190 |            422
  1191 |            829
  1192 |            828
  1193 |           3090
  1194 |           9964
  1195 |           3063
  1196 |          13667
  1197 |            694
  1198 |            235
  1199 |            832
  1200 |            765
  1201 |           5925
  1202 |          11778
  1203 |           4485
  1204 |            137
  1205 |             33
  1206 |            982
  1207 |           8428
  1208 |            212
  1209 |            105
  1210 |           1633
  1211 |          11202
  1212 |           1554
  1213 |            149
  1214 |           8009
  1215 |            903
  1216 |          11673
  1217 |           3034
  1218 |            339
  1219 |          10404
  1220 |            914
  1221 |            756
  1222 |            288
  1223 |            910
  1224 |           2640
  1225 |          16633
  1226 |            665
  1227 |          11031
  1228 |          11314
  1229 |          15143
  1230 |             89
  1231 |          10322
  1232 |            783
  1233 |          10644
  1234 |          11257
  1235 |          14370
  1236 |          12104
  1237 |            625
  1238 |           8816
  1239 |            830
  1240 |           2323
  1241 |            983
  1242 |            642
  1243 |            655
  1244 |          10341
  1245 |            639
  1246 |         266022
  1247 |         168450
  1248 |          30180
  1249 |          31388
  1250 |          41801
  1251 |          66034
  1252 |         348138
  1253 |          96288
  1254 |          61536
  1255 |          18762
  1256 |           8077
  1257 |            814
  1258 |          41671
  1259 |          27214
  1260 |          52263
  1261 |          33519
  1262 |          16235
  1263 |          11449
  1264 |          41848
  1265 |          25944
  1266 |          24913
  1267 |          49126
  1268 |          32076
  1269 |            571
  1270 |           8851
  1271 |          37843
  1272 |          32146
  1273 |          30346
  1274 |           6114
  1275 |            229
  1276 |          13549
  1277 |           9529
  1278 |           1598
  1279 |          11349
  1280 |           7340
  1281 |           6217
  1282 |            377
  1283 |            653
  1284 |          28198
  1285 |            794
  1286 |          31640
  1287 |           8744
  1288 |          25189
  1289 |            145
  1290 |           2212
  1291 |            199
  1292 |           7863
  1293 |          12498
  1294 |           9279
  1295 |          53234
  1296 |          17204
  1297 |          21539
  1298 |          85589
  1299 |          12709
  1300 |          20539
  1301 |          11674
  1302 |         199512
  1303 |          64900
  1304 |           1573
  1305 |            152
  1306 |            174
  1307 |            172
  1308 |            154
  1309 |            157
  1310 |            168
  1311 |            364
  1312 |          11967
  1313 |           9086
  1314 |            621
  1315 |           9037
  1316 |          10173
  1317 |          55687
  1318 |         168535
  1319 |           8845
  1320 |          46681
  1321 |            578
  1322 |            579
  1323 |          17692
  1324 |          17795
  1325 |             75
  1326 |          13891
  1327 |           9390
  1328 |            378
  1329 |          10896
  1330 |           2322
  1331 |          41240
  1332 |          26949
  1333 |           9819
  1334 |          49799
  1335 |          31908
  1336 |          46027
  1337 |           3179
  1338 |           1802
  1339 |           4232
  1340 |           9361
  1341 |           2928
  1342 |          30285
  1343 |          10549
  1344 |          58102
  1345 |          18451
  1346 |          27265
  1347 |          49935
  1348 |           8818
  1349 |          36758
  1350 |          36040
  1351 |          74239
  1352 |           9415
  1353 |         303693
  1354 |          12145
  1355 |          42424
  1356 |          34314
  1357 |           2892
  1358 |           9404
  1359 |          85242
  1360 |           9622
  1361 |           8860
  1362 |         197537
  1363 |          66597
  1364 |          14832
  1365 |           9619
  1366 |          40506
  1367 |          31000
  1368 |           4104
  1369 |          26306
  1370 |         203829
  1371 |          14908
  1372 |            784
  1373 |          12489
  1374 |          16448
  1375 |          55936
  1376 |          17894
  1377 |          28059
  1378 |          58911
  1379 |          17949
  1380 |           1968
  1381 |          61563
  1382 |             66
  1383 |          20735
  1384 |          11419
  1385 |         333165
  1386 |          25796
  1387 |            638
  1388 |          25624
  1389 |           9366
  1390 |          21915
  1391 |          90928
  1392 |          50091
  1393 |          18420
  1394 |          19952
  1395 |           9446
  1396 |          28005
  1397 |           9403
  1398 |          27322
  1399 |          10003
  1400 |           9311
  1401 |          11844
  1402 |            884
  1403 |          49806
  1404 |           1624
  1405 |          88423
  1406 |          16052
  1407 |           4477
  1408 |          24662
  1409 |          18423
  1410 |          76996
  1411 |           6499
  1412 |          50512
  1413 |           9405
  1414 |          12723
  1415 |           9360
  1416 |           9434
  1417 |         118991
  1418 |          21626
  1419 |          13982
  1420 |          93946
  1421 |          77223
  1422 |          31465
  1423 |          12793
  1424 |         102878
  1425 |         105763
  1426 |           9611
  1427 |          47694
  1428 |          10357
  1429 |           9977
  1430 |            816
  1431 |           2163
  1432 |         124680
  1433 |          16399
  1434 |         124843
  1435 |          31017
  1436 |          24645
  1437 |          49478
  1438 |          12499
  1439 |             18
  1440 |          68545
  1441 |           1811
  1442 |         109614
  1443 |          60082
  1444 |         105045
  1445 |          53023
  1446 |          64802
  1447 |          11239
  1448 |          50850
  1449 |          15321
  1450 |           2058
  1451 |           9450
  1452 |         125021
  1453 |            330
  1454 |          38523
  1455 |          16375
  1456 |          33660
  1457 |          59232
  1458 |          45671
  1459 |          17770
  1460 |          15170
  1461 |           1701
  1462 |         201445
  1463 |          26422
  1464 |         124642
  1465 |           1639
  1466 |          49235
  1467 |         106129
  1468 |         107743
  1469 |            415
  1470 |          47686
  1471 |          65889
  1472 |          11103
  1473 |          11970
  1474 |          34941
  1475 |         407992
  1476 |           8874
  1477 |          17991
  1478 |          11956
  1479 |            266
  1480 |            754
  1481 |          37567
  1482 |          43771
  1483 |         124834
  1484 |         249358
  1485 |         111367
  1486 |            607
  1487 |          18080
  1488 |          38225
  1489 |          17834
  1490 |            686
  1491 |          65046
  1492 |           4421
  1493 |           9387
  1494 |          10603
  1495 |           2142
  1496 |           8413
  1497 |          10336
  1498 |          20737
  1499 |           9413
  1500 |          14585
  1501 |          18519
  1502 |          49462
  1503 |           8834
  1504 |           9458
  1505 |           8854
  1506 |          38295
  1507 |          22073
  1508 |          37244
  1509 |           4961
  1510 |           9416
  1511 |          26180
  1512 |          17832
  1513 |           9772
  1514 |           6072
  1515 |           1669
  1516 |            468
  1517 |          32519
  1518 |         108401
  1519 |          10806
  1520 |           9433
  1521 |           6623
  1522 |           2118
  1523 |            978
  1524 |           9437
  1525 |          29461
  1526 |          56651
  1527 |          10351
  1528 |          66588
  1529 |           2649
  1530 |          14289
  1531 |          10155
  1532 |          75250
  1533 |          20457
  1534 |          18355
  1535 |          33657
  1536 |          55306
  1537 |          68924
  1538 |          36434
  1539 |           2255
  1540 |          28353
  1541 |           9427
  1542 |         172545
  1543 |          17589
  1544 |           3597
  1545 |           1813
  1546 |          36797
  1547 |          12628
  1548 |          33344
  1549 |          25099
  1550 |          45019
  1551 |          63437
  1552 |          62422
  1553 |            782
  1554 |          29911
  1555 |           9827
  1556 |           1959
  1557 |         251481
  1558 |           8067
  1559 |         125052
  1560 |          45153
  1561 |          10871
  1562 |          14398
  1563 |          10890
  1564 |          99002
  1565 |           1281
  1566 |          32332
  1567 |           9770
  1568 |          12616
  1569 |          34838
  1570 |          14905
  1571 |          14583
  1572 |          11975
  1573 |           4995
  1574 |           9281
  1575 |          45928
  1576 |            563
  1577 |          61337
  1578 |          19931
  1579 |          31535
  1580 |          10215
  1581 |           9823
  1582 |          37165
  1583 |          45609
  1584 |          38904
  1585 |          45565
  1586 |           9407
  1587 |           4824
  1588 |           9444
  1589 |           9414
  1590 |           8078
  1591 |          29938
  1592 |          11831
  1593 |           2895
  1594 |          39177
  1595 |          19601
  1596 |         124606
  1597 |          42832
  1598 |          22797
  1599 |           2639
  1600 |           9574
  1601 |          10371
  1602 |            489
  1603 |         167738
  1604 |           9714
  1605 |         102406
  1606 |         170430
  1607 |           8197
  1608 |           6283
  1609 |          49728
  1610 |          64562
  1611 |           4233
  1612 |         191874
  1613 |          10217
  1614 |         438108
  1615 |            597
  1616 |            714
  1617 |          52537
  1618 |          12799
  1619 |          62394
  1620 |           9922
  1621 |            547
  1622 |          25994
  1623 |            184
  1624 |           9746
  1625 |           9438
  1626 |            115
  1627 |          26941
  1628 |          27103
  1629 |           9410
  1630 |          32302
  1631 |         216794
  1632 |          88863
  1633 |          41417
  1634 |          12538
  1635 |            586
  1636 |           2666
  1637 |          46338
  1638 |          54007
  1639 |          11258
  1640 |           9490
  1641 |           9411
  1642 |          25719
  1643 |           9033
  1644 |          11220
  1645 |          21253
  1646 |           6116
  1647 |           9457
  1648 |         281289
  1649 |          43911
  1650 |          39424
  1651 |          44361
  1652 |          11702
  1653 |           2923
  1654 |          12238
  1655 |          11568
  1656 |          41577
  1657 |          66894
  1658 |          11003
  1659 |          10153
  1660 |          49645
  1661 |          47112
  1662 |         102732
  1663 |          30949
  1664 |           2898
  1665 |           9558
  1666 |          83593
  1667 |         320011
  1668 |          26269
  1669 |          11808
  1670 |           6970
  1671 |          47452
  1672 |          18205
  1673 |          36943
  1674 |          21736
  1675 |          17941
  1676 |          10668
  1677 |           9313
  1678 |          42807
  1679 |            617
  1680 |          36568
  1681 |          37272
  1682 |           5910
  1683 |           9440
  1684 |          53092
  1685 |          32911
  1686 |          44308
  1687 |         124821
  1688 |          32456
  1689 |          93350
